Movie Title,Ratinng,genre,act,Plot
Special 26,8.0,"Crime, Drama, Thriller","Akshay Kumar, Anupam Kher, Manoj Bajpayee, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kishore Kadam, Rajesh Sharma, Deepraj Rana, Vipin Sharma, Sukhwinder Chahal, Abha Parmar, Mukesh S. Bhatt, Ujjwal Chopra, Tiku Talsania, Paritosh Sand, Aparna Ghoshal, Sumeet","raid, money, black money, heist, impersonation, con man, title spoken by character, india, 1980s, timeframe 1980s, cbi, politician, robbery, bus, anti hero, minister, cbi officer, team, based on true story"
Andaz Apna Apna,8.0,"Action, Comedy, Romance","Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor, Paresh Rawal, Shakti Kapoor, Shehzad Khan, Viju Khote, Deven Verma, Jagdeep, Mehmood, Tiku Talsania, Suresh Bhagwat, Harish Patel, Javed Khan Amrohi, Anand Mishra, Sanjay Batra, Govinda","cult film, time bomb, person in a car trunk, pretending to be blind, heiress, slacker, tailor, love, dream, barber, gangster, cross mark on face, escape, childhood ambition, poultry farm, lair, hands up, empty revolver, shadows on wall, hiding in a car trunk, bank, pistol, dark glasses, attempted murder, mistake, funny dance, robber, sherbet, poison, overlapping dialogue, talking in sleep, fighting, romantic rivalry, gold digger, dual role, confusion, goofball, goofiness, name confusion, actress shares first name with character, confession of love, homage, photo shoot, talent scout, reference to subhash ghai, reference to madhuri dixit, cliff, song, mugshot, reference to vasco da gama, one upmanship, laxative, jail cell, frustration, male tears, hit on the head with a stick, two man army, interrupted dream, out of order sign, identity theft, aimlessness, wallet, spoof, slapstick comedy, rivalry, police, police station, photograph, parody, millionaire, identity swap, hit on the head, henchman, funny accent, fight, father dislikes daughter's boyfriend, famous line, fake amnesia, con man, cameo appearance, bumbling, bumbler, barbershop, attempted suicide, airport, actress, actress playing herself, actor playing himself, staff, scooter, red cape, ransom demand, ramayana, pickpocket, evil twin, dream sequence, disguise, disguised as old man, diamonds, comedy duo, bus, broken dream, barber shop, aspiring actor, revolver, restaurant, phone booth, orange, mistaken identity, memory loss, lake, identical twins, horse carriage, hallucination, friendship, fake doctor, fake beard, sidekick, comedy of errors, coin toss, butler, boasting, attempted poisoning, attempted kidnapping, amnesia"
Veer-Zaara,7.8,"Drama, Family, Musical","Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kirron Kher, Divya Dutta, Boman Irani, Anupam Kher, Amitabh Bachchan, Hema Malini, Manoj Bajpayee, Zohra Sehgal, S.M. Zaheer, Tom Alter, Akhilendra Mishra, Arun Bali, Gurdas Maan, Rushad Rana, Vinod Negi","bollywood musical, pakistan, stranded, rescue, prison, fair, india, gender equality, sugarcane, wrongful imprisonment, wrongful conviction, innocence, guilt, punjabi, prison cell, nonlinear timeline, mustard, muslim, marriage ceremony, laddu, hindu, helicopter, forbidden love, female lawyer, courtroom, bhangra, indian pakistani, arranged marriage, character name in title"
Chennai Express,6.0,"Action, Adventure, Comedy","Deepika Padukone, Shah Rukh Khan, Sathyaraj, Abhinay Raj Singh, Nikitin Dheer, Mukesh Tiwari, Priyamani, Yogi Babu, Delhi Ganesh, Parikshit Gosain, Jasper, King Kong, Puvisha Manoharan, Rohit Mehta, Scott Milburn, Jimmy Moses, Omar Faruk Nayon, Mohan V. Raman","temple, train ride, cricket the sport, cell phone, cross country trip, sickle, romantic rivalry, courage, singing, journey, watching tv, friend, shootout, car chase, fight scene, improvised weapon, shovel, action violence, explosion, action hero, railway station, place in title, happy ending, ashes, love, train, escape, kidnapping, vacation, last wish, india, fistfight, waterfall, thrown from a train, jumping onto a train, father daughter relationship, henchman, gangster, train conductor, river, sunglasses, train compartment, voice over narration, told in flashback, flashback, death, opening narration, grandmother grandson relationship, ash scattering, telephone call, chance meeting, train station, indian, grandfather grandson relationship, funeral pyre, boat, car falling into water, ritual, stairs, arranged marriage, domineering father, patriarchy, funerary urn, death of grandfather, city name in title, title spoken by character"
Kuch Kuch Hota Hai,7.6,"Comedy, Drama, Musical","Shah Rukh Khan, Kajol, Rani Mukerji, Sana Saeed, Reema Lagoo, Farida Jalal, Archana Puran Singh, Himani Shivpuri, Johny Lever, Anupam Kher, Parzaan Dastur, Salman Khan, Geeta Kapoor, Farah Khan, Nikkhil Advani, Neelam Kothari, Chetan Motiwalla","best friend, tomboy, principal, male female relationship, heartbreak, rain, love triangle, train, summer camp, friendship, local blockbuster, basketball, college student, watching tv, crying girl, woman wears eyeglasses, repetition in title, rear view, big booty, miniskirt, cameo, flirting, portrait, tv show, photograph, lightning, tears, diary, voice over narration, train station, common cold, grandmother granddaughter relationship, telephone call, mistaken identity, fiance fiancee relationship, engagement, death of wife, wishing on a star, shooting star, new student, reference to shakespeare's romeo and juliet, ladder, temple, character says i love you, teasing, challenge, charades the game, battle of the sexes, prayer, muslim, simla india, priest, flashback, tripping someone, answering machine, overprotective father, british flag, arm wrestling, widower, funeral pyre, father daughter relationship, canceled wedding, arranged marriage, title spoken by character"
The Lunchbox,7.8,"Drama, Romance","Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey, Nakul Vaid, Bharti Achrekar, Yashvi Puneet Nagar, Denzil Smith, Shruti Bapna, Nasir Khan, Lokesh Raj, Sadashiv Kondaji Pokarkar, Aarti Rathod, Krishna Bai, Raj Rishi More, Santosh Kumar Chaurasiya, Avijit Khanwilkar, Aakash Sinha","lunchbox, retirement, unconventional romance, open ended, delivery to wrong address, delivery, housewife, widower, unhappy marriage, wedding, unseen character, indian food, delivery service, cooking, food, singing on a train, mumbai india, auntie, aunt niece relationship, motor scooter, foodie movie, note, accountant, colleague, aunt, mother, daughter, traffic, suspected affair, train, delivery man, lunch, india, orphan, restaurant, death of father"
Jab We Met,7.9,"Comedy, Drama, Romance","Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh Randhawa, Pawan Malhotra, Kamal Tiwari, Kiran Juneja, Divya Seth Shah, Saumya Tandon, Nihar Thakkar, Manushka Khisty, F.J. Jussawala, Vishal Om Prakash, Rohini Sahni, Deepak Sharma, Sheikh Noor Islam, Basant Sinha, Sham Mashalkar","girls' school, breakup, laundry drying on a clothesline, train, elopement, arranged marriage, deception, guitar, despondency, dancing, singing, running away from home, celebration, mountain road, emotional shock, hitchhiking, police raid, sleeper train, chatter box, depression, bare chested male, crashing a wedding, business meeting, bollywood, unrequited love, train station, suicidal thoughts, star crossed lovers, sikh, reckless driving, misunderstanding, kiss, journey, joint family, impulsiveness, hotel, grief, confusion, abusive language"
Sanju,7.6,"Biography, Comedy, Drama","Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Vicky Kaushal, Dia Mirza, Anushka Sharma, Sonam Kapoor, Jim Sarbh, Karishma Tanna, Boman Irani, Ashnoor Kaur, Siya, Tabu, Sayaji Shinde, Steven Allen, Prakash Belawadi, Mahru Sheikh, Anil Charanjeett","papadum, actor, criminal, jail, underworld, problem, overacting, weed, cocaine, 1993 bombay bombings, based on true story"
Kabhi Khushi Kabhie Gham...,7.4,"Drama, Musical, Romance","Shah Rukh Khan, Kajol, Amitabh Bachchan, Hrithik Roshan, Jaya Bachchan, Kareena Kapoor, Farida Jalal, Jibraan Khan, Rani Mukerji, Alok Nath, Amar Talwar, Johny Lever, Achala Sachdev, Himani Shivpuri, Aryan Khan, Sushma Seth, Ramona Sunavala, Jeroo Writer","love, melodrama, marriage, funeral, wealth, family tradition, affection, mother son relationship, father son relationship, adopted son, forgiveness, separation from family, foster mother foster son relationship, separation of brothers, brother brother relationship, diwali, sports car, cricket the sport, latex, pvc, leather, beard, cell phone, character repeats someone else's dialogue, bollywood musical, patriarchy, party, love triangle, grief, face slap, shoelace, punctuation in title, flashback, dream song, unrequited love, thunder, gluttony, curtain, disco, helicopter, reconciliation, product placement, patriarch, nri, national anthem, laddu, local blockbuster, obesity, jingoism, patriotism, parallel montage"
Rab Ne Bana Di Jodi,7.2,"Comedy, Drama, Music","Shah Rukh Khan, Anushka Sharma, Vinay Pathak, M.K. Raina, Manmeet Singh Sawhney, Kajol, Rani Mukerji, Preity Zinta, Bipasha Basu, Lara Dutta, Bobby Bedi, Vivan Bhatena, Puneet Cheema, Alene D'Souza, Aneesha Dalal, Areesz Ganddi, Rajesh Jais, Vineet Kapoor","marriage, disguise, dancing, local blockbuster, assumed identity, musical segments, bollywood, famous line"
Fan,6.9,"Action, Drama, Thriller","Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha De Sousa, Deepika Amin, Yogendra Tikku, Taher Shabbir, Farah Ahmed, Imtiaz Ahmed, Usman Akram, Manoj Anand, Anushka Arora, Robert-Anthony Artlett, Niranjan Asrani, Mohit Bagri, Helen Banks, Richard Banks, Kishore Bhatt","obsession, dancing, delhi india, look alike, dual role, motorcycle, film fan, madness, obsessed fan, film actor, film star, one word title, title spoken by character"
Raees,6.6,"Action, Crime, Drama","Raj Arjun, Shah Rukh Khan, Shubham Chintamani, Shubham Tukaram, Sunny Leone, Yug, Sagar, Sheeba Chaddha, Loveleen Mishra, Utkarsh Mazumdar, Prasoon Narayan, Avinash Razdan, Nishad Raj Rana, Ashok, Atul Kulkarni, Mahendra Shrivas, Nalneesh, Mohd. Zeeshan Ayyub","character name as title, man wears eyeglasses, boy wears eyeglasses, timeframe 1980s, prohibition, alcohol, narrator, bootlegging, police crackdown, honest cop, shot to death, shot in the chest, police arrest, arrest, explosion, boat, gold, voice over, held at gunpoint, dancing, train, kite, police corruption, corruption, truck, statue, eyeglasses, smuggling gang, smuggling, 1980s, one word title, love, anti hero, gangster, organized crime, police officer, illegal liquor, title spoken by character"
Vicky Donor,7.8,"Comedy, Romance","Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia, John Abraham, Backagaindancer, Tarun Bali, Siddharth Bhardwaj, Krishna Singh Bisht, Jayanta Das, Aaditrie Dipika, Swaroopa Ghosh, Kamlesh Gill, Nitanshi Goel, Puja Gupta, Shiva Kumar, Vijay Meenu, Bhupesh Pandya","fertility clinic, sperm bank, sperm donor, delhi, masturbation, artificial insemination, boyfriend girlfriend relationship, character name in title"
Ra.One,4.6,"Action, Adventure, Sci-Fi","Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami, Atul Sharma, Priyanka Chopra Jonas, Satish Shah, Armaan Verma, Dalip Tahil, Suresh Menon, Sanjay Dutt, Rajinikanth, Joe Egan, Ben Hawkey, Alex Moore, Mark Barrows, Paul Lowe, Logan Bull","father son relationship, regeneration, india, current, train, chase, car chase, railway station, impersonation, rooftop, football, gadget, device, car, protection, guardian, revival, coat, lookalike, office, eyeball, death, death of loved one, rage, red eyes, red, blue, ten, shadow, quote, folder, gun, bullet, glow, dance, birthday party, noodles, mainframe computer, hero, friend, power, energy, cube, road, rose, night, escape, birthday gift, dream, dust, bike, hand, torch, tension, fear, lie, fan, regret, skateboard, delivery, baby, statue, wine bottle, mannequin, cup, gunfire, hit in the crotch, crotch, disc, hope, disappointed, error, system error, suspense, program, computer, technology, flashback, coffin, hindi, indian, tamil, verbal abuse, keys, location, television, spark, good versus evil, airplane, excitement, thrill, tears, attack, windshield, fast train, promise, disguise, child, hug, bound and gagged, surprise, artificial intelligence, danger, dinner, display, evaporation, blown to bits, road roller, brake failure, player, fistfight, glass breaking, bollywood, stylized violence, reference to god, stunts, control room, superhero suit, parents, classroom, hacked, video, risk, car crash, dark, cigarette smoking, final showdown, race against time, explosion, double role, smile, kiss on the cheek, auditorium, rotating vehicle, blue eyes, red saree, panic, clapping, advertisement, sleeping, playstation, aftermath, slap, barcode, return, bus, train engine, speaking tamil, discussion, knife threat, dodge, reference to mythology, fallen, left alone, umbrella, flight, pieces, atm, running, fast, watching a movie, slow motion scene, supernatural power, non comic book superhero, drunkenness, humor, mother son relationship, theft, telephone, reference to ganesh the hindu deity, reference to a video game, hypnosis, lifting someone into the air, family relationships, song during end credits, resurrection, dream sequence, husband wife relationship, subtitled scene, shapeshifting, action game, strangled to death, electricity, deception, survival, pursuit, abduction, destruction, superpowers, sex joke, profanity, birthday present, manipulation, superhero film, asian superhero, indian superhero, gameplay, demonstration, suspicion, malfunction, mumbai india, supervillain, bald villain, tattoo, energy ball, kicked in the groin, magnetism, speeding train, jumping from a moving train, standoff, sunglasses, mainframe, bottle of alcohol, instant death, absorption, death of hero, gas explosion, falling from a building, stabbed in the neck, rays, curly hair, reference to michael jackson, last words, action hero, action violence, car pulled out of water, philosophy, quotes, trick, return home, memories, billboard, playing game, bicycle, hero with spikey hair, cameo, villain, alter ego, dussehra, effigy, reference to ravana, virtual character come to life, cameo appearance, taxi driver, loss of husband, loss of father, piercing, car motorcycle chase, martial arts, fight, sexual humor, gay joke, hand on breast, airport, abbreviation in title, period in title, 3 dimensional, superhero, computer animation, death of father, death of friend, number in title"
